,location,price,type,bedrooms,bathrooms,furnishing,listed by,super builtup area (ft²),carpet area (ft²),bachelors allowed,maintenance (monthly),total floors,car parking,floor no,facing,project name
3809,"DELHI,DWARKA MOR, DELHI","₹ 18,000",Apartments,2,2,Furnished,Dealer,900,850,Yes,0,8,1,1,East,
3810,"DELHI,DWARKA MOR, DELHI","₹ 25,000",Builder Floors,3,2,Furnished,Builder,900,850,Yes,0,8,1,1,East,
3811,"DELHI,DWARKA MOR, DELHI","₹ 16,000",Builder Floors,2,2,Furnished,Owner,500,540,Yes,0,8,1,1,East,
3812,"DELHI,DWARKA MOR, DELHI","₹ 12,000",Builder Floors,1,1,Furnished,Owner,500,450,Yes,0,8,1,1,East,
3813,"DELHI,DWARKA MOR, DELHI","₹ 12,000",Apartments,1,1,Furnished,Owner,500,450,Yes,0,8,1,1,East,
3814,"DELHI,DWARKA MOR, DELHI","₹ 12,000",Builder Floors,1,1,Furnished,Owner,500,450,Yes,0,8,1,1,East,
3815,"DELHI,RAMESH NAGAR, DELHI","₹ 14,000",Builder Floors,1,1,Furnished,Dealer,400,400,Yes,0,3,1,1,North-West,
3816,"DELHI,NEW ASHOK NAGAR, DELHI","₹ 5,500",Builder Floors,1,1,Unfurnished,Dealer,300,250,Yes,,4,0,2,East,
3817,"DELHI,BADARPUR, DELHI","₹ 7,000",Builder Floors,1,1,Unfurnished,Owner,450,450,Yes,200,6,0,2,North,
3818,"DELHI,DWARKA SECTOR 8, DELHI","₹ 4,500",Apartments,1,1,Unfurnished,Owner,600,500,No,0,2,0,2,South-West,
3819,"DELHI,UTTAM NAGAR, DELHI","₹ 12,500",Builder Floors,3,2,Semi-Furnished,Dealer,702,675,Yes,0,4,1,2,East,
3820,"DELHI,MATIALA, DELHI","₹ 8,00,000",Builder Floors,3,2,Semi-Furnished,Owner,850,84,No,500,4,1,1,East,
3821,"DELHI,SAKET, DELHI","₹ 4,800",Apartments,1,1,Semi-Furnished,Dealer,200,200,Yes,500,5,1,1,North-East,
3822,"DELHI,PALAM, DELHI","₹ 15,500",Builder Floors,3,2,Semi-Furnished,Owner,1000,890,Yes,,4,1,1,North-East,
3823,"DELHI,UTTAM NAGAR, DELHI","₹ 14,000",Builder Floors,2,2,Furnished,Owner,550,500,No,0,4,1,1,,
3824,"DELHI,CHATTARPUR, DELHI","₹ 5,700",Apartments,1,1,Semi-Furnished,Owner,750,750,Yes,1000,5,0,2,South-East,
3825,"DELHI,UTTAM NAGAR, DELHI","₹ 11,000",Builder Floors,2,2,Semi-Furnished,Dealer,567,540,Yes,0,4,0,1,East,
3826,"DELHI,UTTAM NAGAR, DELHI","₹ 14,500",Builder Floors,3,2,Semi-Furnished,Dealer,702,678,Yes,0,4,1,3,East,
3827,"DELHI,CHATTARPUR, DELHI","₹ 8,500",Apartments,2,1,Semi-Furnished,Owner,950,950,Yes,1000,5,0,2,South,
3828,"DELHI,JEEVAN PARK, DELHI","₹ 18,000",Builder Floors,2,2,Furnished,Dealer,600,550,Yes,0,4,1,1,East,
3829,"DELHI,DWARKA MOR, DELHI","₹ 17,000",Builder Floors,2,2,Furnished,Dealer,600,550,Yes,0,8,1,1,East,
3830,"DELHI,DWARKA MOR, DELHI","₹ 21,000",Builder Floors,3,3,Semi-Furnished,Owner,1000,900,Yes,0,4,2,1,East,
3831,"DELHI,DWARKA MOR, DELHI","₹ 23,000",Builder Floors,3,2,Furnished,Owner,900,850,Yes,0,26,1,1,East,
3832,"DELHI,DWARKA MOR, DELHI","₹ 16,000",Builder Floors,2,2,Furnished,Dealer,600,550,Yes,0,8,1,1,East,
3833,"DELHI,DWARKA MOR, DELHI","₹ 13,000",Builder Floors,2,2,Semi-Furnished,Dealer,600,550,Yes,0,8,1,1,East,
3834,"DELHI,DWARKA MOR, DELHI","₹ 17,000",Builder Floors,3,2,Semi-Furnished,Dealer,900,850,Yes,0,4,1,1,East,
3835,"DELHI,SAKET, DELHI","₹ 35,000",Builder Floors,3,3,Furnished,Dealer,1500,1200,Yes,1000,4,1,2,South-East,
3836,"DELHI,CHATTARPUR, DELHI","₹ 6,500",Apartments,1,1,Semi-Furnished,Owner,750,750,Yes,1000,5,0,2,South,
3837,"DELHI,UTTAM NAGAR, DELHI","₹ 7,000",Builder Floors,1,1,Semi-Furnished,Dealer,850,450,No,500,4,,1,South,
3838,"DELHI,SAKET, DELHI","₹ 6,000",Builder Floors,1,1,Semi-Furnished,Dealer,600,550,Yes,,4,1,1,North-East,
3839,"DELHI,SAKET, DELHI","₹ 11,000",Apartments,2,2,Semi-Furnished,Dealer,850,810,Yes,500,5,1,1,North-West,
3840,"DELHI,OKHLA INDUSTRIAL ESTATE PHASE 2, DELHI","₹ 6,500",Apartments,1,1,Furnished,Owner,200,90,Yes,,3,0,1,South-East,
3841,"DELHI,KESHAV PURAM, DELHI","₹ 5,000",Apartments,2,1,Furnished,Owner,100,100,Yes,,3,0,2,North-East,
3842,"DELHI,CHATTARPUR, DELHI","₹ 8,000",Apartments,1,1,Semi-Furnished,Owner,750,750,Yes,1000,5,0,3,South,
3843,"DELHI,CHATTARPUR, DELHI","₹ 5,000",Apartments,1,1,Semi-Furnished,Owner,760,760,Yes,1000,5,0,1,South,
3844,"DELHI,CHATTARPUR, DELHI","₹ 8,500",Apartments,2,1,Semi-Furnished,Owner,650,650,Yes,1000,4,0,2,South,
3845,"DELHI,CHATTARPUR, DELHI","₹ 5,999",Apartments,1,1,Semi-Furnished,Owner,850,850,Yes,1000,5,0,1,South-East,
3846,"DELHI,CHATTARPUR, DELHI","₹ 4,800",Apartments,1,1,Semi-Furnished,Owner,750,750,Yes,1000,5,0,1,South,
3847,"DELHI,CHATTARPUR, DELHI","₹ 6,000",Apartments,1,1,Semi-Furnished,Owner,750,750,Yes,1000,5,0,1,South-East,
3848,"DELHI,UTTAM NAGAR, DELHI","₹ 9,800",Builder Floors,2,2,Semi-Furnished,Builder,550,450,Yes,0,3,1,3,East,
3849,"DELHI,DABRI, DELHI","₹ 6,000",Houses & Villas,2,1,Furnished,Owner,500,500,Yes,0,3,0,1,East,
3850,"DELHI,GOPAL NAGAR, DELHI","₹ 5,000",Houses & Villas,2,1,Unfurnished,Owner,450,450,No,,1,0,1,South,
3851,"DELHI,NEW ASHOK NAGAR, DELHI","₹ 14,000",Builder Floors,3,2,Semi-Furnished,Dealer,1000,900,Yes,0,4,0,4,North-East,
3852,"DELHI,CHATTARPUR, DELHI","₹ 8,000",Apartments,1,1,Semi-Furnished,Owner,740,740,Yes,1000,5,0,3,South,
3853,"DELHI,CHATTARPUR, DELHI","₹ 6,999",Apartments,1,1,Semi-Furnished,Owner,850,850,Yes,1000,5,0,1,South,
3854,"DELHI,CHATTARPUR, DELHI","₹ 7,000",Apartments,1,1,Semi-Furnished,Owner,710,710,Yes,1000,5,0,3,South,
3855,"DELHI,CHATTARPUR, DELHI","₹ 8,000",Apartments,1,1,Semi-Furnished,Owner,790,790,Yes,1000,5,0,2,South,
3856,"DELHI,DWARKA SECTOR 8, DELHI","₹ 11,000",Builder Floors,1,1,Semi-Furnished,Builder,360,350,Yes,0,4,1,0,North,
3857,"DELHI,DWARKA SECTOR 8, DELHI","₹ 15,500",Builder Floors,2,2,Semi-Furnished,Builder,650,640,Yes,0,4,1,1,North,
3858,"DELHI,UTTAM NAGAR, DELHI","₹ 16,500",Builder Floors,3,2,Semi-Furnished,Builder,1000,950,No,500,4,1,2,East,
3859,"DELHI,CHATTARPUR, DELHI","₹ 7,999",Apartments,2,1,Semi-Furnished,Owner,850,850,Yes,1000,5,0,2,South,
3860,"DELHI,UTTAM NAGAR, DELHI","₹ 5,500",Builder Floors,1,1,Semi-Furnished,Builder,400,350,Yes,0,4,0,1,East,
3861,"DELHI,UTTAM NAGAR, DELHI","₹ 18,000",Builder Floors,3,2,Semi-Furnished,Builder,1000,950,Yes,200,2,1,2,East,
3862,"DELHI,UTTAM NAGAR, DELHI","₹ 9,000",Builder Floors,2,2,Semi-Furnished,Builder,600,550,Yes,100,4,0,1,East,
3863,"DELHI,UTTAM NAGAR, DELHI","₹ 9,500",Builder Floors,1,1,Furnished,Builder,450,450,Yes,0,4,0,1,East,
3864,"DELHI,UTTAM NAGAR, DELHI","₹ 6,500",Builder Floors,1,1,Semi-Furnished,Builder,550,550,Yes,0,4,0,1,East,
3865,"DELHI,UTTAM NAGAR, DELHI","₹ 12,999",Builder Floors,3,2,Semi-Furnished,Builder,1200,1200,Yes,0,4,0,3,East,
3866,"DELHI,UTTAM NAGAR, DELHI","₹ 13,500",Builder Floors,3,2,Semi-Furnished,Builder,1000,850,Yes,100,4,1,2,East,
3867,"DELHI,UTTAM NAGAR, DELHI","₹ 12,500",Builder Floors,1,1,Furnished,Builder,550,550,Yes,0,4,0,1,East,
3868,"DELHI,UTTAM NAGAR, DELHI","₹ 13,000",Builder Floors,3,2,Semi-Furnished,Builder,800,800,Yes,0,4,1,1,East,
3869,"DELHI,UTTAM NAGAR, DELHI","₹ 9,000",Builder Floors,2,2,Semi-Furnished,Builder,650,650,Yes,0,4,0,1,East,
3870,"DELHI,UTTAM NAGAR, DELHI","₹ 7,000",Builder Floors,1,1,Semi-Furnished,Builder,450,450,Yes,0,4,0,1,East,
3871,"DELHI,UTTAM NAGAR, DELHI","₹ 9,900",Builder Floors,1,1,Furnished,Builder,500,450,Yes,0,4,,2,South-East,
3872,"DELHI,UTTAM NAGAR, DELHI","₹ 9,900",Builder Floors,2,2,Semi-Furnished,Builder,900,800,No,100,4,1,2,East,
3873,"DELHI,UTTAM NAGAR, DELHI","₹ 9,900",Builder Floors,2,2,Semi-Furnished,Builder,650,650,Yes,0,4,1,1,East,
3874,"DELHI,CHATTARPUR, DELHI","₹ 14,500",Builder Floors,2,2,Semi-Furnished,Dealer,900,950,Yes,500,4,1,2,East,
3875,"DELHI,LAXMI NAGAR, DELHI","₹ 10,000",Builder Floors,1,1,Furnished,Dealer,500,450,Yes,,4,0,2,North-West,
3876,"DELHI,DWARKA MOR, DELHI","₹ 20,000",Builder Floors,3,2,Semi-Furnished,Builder,1000,950,No,,4,1,3,,
3877,"DELHI,UTTAM NAGAR, DELHI","₹ 8,700",Builder Floors,1,1,Semi-Furnished,,449,450,Yes,0,4,0,1,East,
3878,"DELHI,UTTAM NAGAR, DELHI","₹ 11,000",Builder Floors,2,2,Semi-Furnished,Builder,550,550,Yes,0,4,1,1,East,
3879,"DELHI,UTTAM NAGAR, DELHI","₹ 13,800",Builder Floors,,2,Semi-Furnished,Builder,900,810,Yes,0,4,1,4,North,
3880,"DELHI,UTTAM NAGAR, DELHI","₹ 9,600",Builder Floors,2,2,Semi-Furnished,Builder,810,750,Yes,0,4,1,2,East,
3881,"DELHI,UTTAM NAGAR, DELHI","₹ 7,000",Builder Floors,1,1,Semi-Furnished,Builder,500,450,Yes,0,4,0,1,East,
3882,"DELHI,UTTAM NAGAR, DELHI","₹ 9,900",Builder Floors,2,1,Semi-Furnished,Builder,550,550,Yes,0,4,1,1,East,
3883,"DELHI,UTTAM NAGAR, DELHI","₹ 14,500",Builder Floors,2,2,Furnished,Builder,550,500,Yes,0,4,0,2,East,
3884,"DELHI,DWARKA MOR, DELHI","₹ 13,500",Builder Floors,1,1,Furnished,Dealer,550,500,Yes,300,4,1,2,North-West,
3885,"DELHI,PATEL NAGAR, DELHI","₹ 8,000",Apartments,1,1,Furnished,Dealer,310,280,Yes,0,4,1,2,East,
3886,"DELHI,CHATTARPUR, DELHI","₹ 5,500",Apartments,1,1,Semi-Furnished,Owner,650,650,Yes,1000,4,0,2,South,
3887,"DELHI,CHATTARPUR, DELHI","₹ 5,000",Apartments,1,1,Semi-Furnished,Owner,740,740,Yes,1000,5,0,3,South,
3888,"DELHI,CHATTARPUR, DELHI","₹ 8,500",Apartments,2,1,Semi-Furnished,Owner,850,850,Yes,1000,4,0,2,South,
3889,"DELHI,SAURABH VIHAR, DELHI","₹ 7,000",Builder Floors,2,1,Semi-Furnished,Owner,540,540,No,,2,1,1,East,
3890,"DELHI,CHATTARPUR, DELHI","₹ 8,000",Apartments,1,1,Semi-Furnished,Owner,780,780,Yes,1000,5,0,2,South,
3891,"DELHI,SAKET, DELHI","₹ 6,200",Builder Floors,1,1,Semi-Furnished,Dealer,500,450,Yes,500,4,1,1,North-East,
3892,"DELHI,SHANTI KUNJ, DELHI","₹ 55,000",Apartments,4,3,Furnished,,4000,39990,Yes,0,3,2,1,East,
3893,"DELHI,NEW ASHOK NAGAR, DELHI","₹ 6,000",Builder Floors,1,1,Semi-Furnished,Dealer,400,350,Yes,200,4,0,2,East,
3894,"DELHI,UTTAM NAGAR, DELHI","₹ 8,500",Apartments,1,1,Semi-Furnished,Builder,560,560,Yes,0,4,0,1,North-East,
3895,"DELHI,SAKET, DELHI","₹ 5,500",Builder Floors,2,1,Semi-Furnished,Dealer,550,500,Yes,500,4,1,1,North-West,
3896,"DELHI,SAKET, DELHI","₹ 9,500",Apartments,1,1,Semi-Furnished,Dealer,520,470,Yes,500,4,0,1,East,
3897,"DELHI,SAKET, DELHI","₹ 64,00,000",Builder Floors,3,3,Semi-Furnished,Dealer,2300,1421,Yes,1500,4,1,2,North-East,
3898,"DELHI,SAKET, DELHI","₹ 29,000",Apartments,3,3,Semi-Furnished,Dealer,1514,1326,Yes,700,4,1,2,North-East,
3899,"DELHI,VISHWAS PARK, DELHI","₹ 9,000",Builder Floors,2,1,Semi-Furnished,Dealer,460,450,Yes,0,3,0,2,North,
3900,"DELHI,CHATTARPUR, DELHI","₹ 7,400",Builder Floors,1,1,Semi-Furnished,Dealer,700,600,Yes,200,4,1,1,North,
3901,"DELHI,VIKASPURI, DELHI","₹ 12,900",Builder Floors,2,2,Unfurnished,Dealer,700,700,Yes,100,3,,1,North-West,
3902,"DELHI,CHATTARPUR, DELHI","₹ 11,700",Builder Floors,3,2,Semi-Furnished,Dealer,1300,1200,Yes,300,4,2,3,South-East,
3903,"DELHI,CHATTARPUR, DELHI","₹ 7,400",Builder Floors,2,2,Semi-Furnished,Dealer,900,800,Yes,200,4,1,2,West,
3904,"DELHI,CHATTARPUR, DELHI","₹ 7,400",Builder Floors,1,1,Semi-Furnished,Dealer,600,550,Yes,100,4,1,1,South-East,
3905,"DELHI,VIKASPURI, DELHI","₹ 11,900",Builder Floors,1,1,Furnished,Owner,450,450,Yes,100,3,,1,North-West,
3906,"DELHI,UTTAM NAGAR, DELHI","₹ 5,500",Builder Floors,1,1,Semi-Furnished,Dealer,500,450,Yes,200,4,,1,North,
3907,"DELHI,UTTAM NAGAR, DELHI","₹ 8,200",Builder Floors,1,1,Furnished,Dealer,400,360,Yes,200,4,,1,North,
3908,"DELHI,CHATTARPUR, DELHI","₹ 11,700",Builder Floors,2,2,Semi-Furnished,Dealer,850,800,Yes,200,4,1,2,North,
3909,"DELHI,CHATTARPUR, DELHI","₹ 16,000",Builder Floors,3,2,Semi-Furnished,Dealer,1400,1350,Yes,300,4,2,1,South-West,
3910,"DELHI,OM VIHAR, DELHI","₹ 11,000",Builder Floors,2,2,Semi-Furnished,Dealer,750,700,Yes,0,4,0,4,North-East,
3911,"DELHI,DWARKA SECTOR 8, DELHI","₹ 28,000",Builder Floors,3,3,Furnished,Builder,1100,1050,Yes,0,4,1,1,South,
3912,"DELHI,DWARKA SECTOR 8, DELHI","₹ 25,000",Builder Floors,3,3,Furnished,Builder,1100,1050,Yes,0,4,1,1,North,
3913,"DELHI,ACHARYA NIKETAN, DELHI","₹ 4,000",Houses & Villas,2,1,Furnished,Owner,750,650,Yes,0,5,1,3,North,
3914,"DELHI,LAXMI NAGAR, DELHI","₹ 11,000",Builder Floors,1,1,Semi-Furnished,Dealer,500,500,Yes,100,4,1,1,North-West,
3915,"DELHI,LAXMI NAGAR, DELHI","₹ 11,000",Builder Floors,2,1,Unfurnished,Dealer,550,500,Yes,100,4,1,1,East,
3916,"DELHI,LAXMI NAGAR, DELHI","₹ 9,000",Builder Floors,1,1,Semi-Furnished,Dealer,450,400,Yes,0,4,0,2,East,
3917,"DELHI,LAXMI NAGAR, DELHI","₹ 12,000",Builder Floors,2,2,Semi-Furnished,Dealer,600,600,Yes,100,4,1,2,North-East,
3918,"DELHI,LAXMI NAGAR, DELHI","₹ 19,000",Builder Floors,3,3,Semi-Furnished,Dealer,1100,1100,Yes,100,4,2,1,North,
3919,"DELHI,LAXMI NAGAR, DELHI","₹ 13,000",Apartments,2,2,Semi-Furnished,Builder,950,950,Yes,0,6,0,2,East,
3920,"DELHI,LAXMI NAGAR, DELHI","₹ 12,000",Builder Floors,2,1,Semi-Furnished,Dealer,500,500,Yes,100,4,1,1,North-East,
3921,"DELHI,CHATTARPUR, DELHI","₹ 7,300",Builder Floors,1,1,Semi-Furnished,Dealer,540,500,Yes,200,4,1,2,North,
3922,"DELHI,CHATTARPUR, DELHI","₹ 7,900",Builder Floors,1,1,Semi-Furnished,Dealer,520,500,Yes,100,4,1,2,East,
3923,"DELHI,LAXMI NAGAR, DELHI","₹ 12,000",Builder Floors,2,1,Furnished,Dealer,550,550,Yes,100,5,1,2,East,
3924,"DELHI,LAXMI NAGAR, DELHI","₹ 13,000",Builder Floors,2,1,Semi-Furnished,Dealer,500,500,Yes,100,6,0,2,East,
3925,"DELHI,LAXMI NAGAR, DELHI","₹ 12,000",Builder Floors,2,1,Semi-Furnished,Dealer,500,500,Yes,100,4,1,1,East,
3926,"DELHI,LAXMI NAGAR, DELHI","₹ 20,000",Builder Floors,3,2,Semi-Furnished,Dealer,1000,1000,Yes,500,4,1,2,North-East,
3927,"DELHI,LAXMI NAGAR, DELHI","₹ 10,000",Builder Floors,1,1,Semi-Furnished,Dealer,450,450,Yes,200,4,1,1,North-West,
3928,"DELHI,NEW FRIENDS COLONY, DELHI","₹ 16,000",Apartments,1,1,Furnished,Owner,220,190,Yes,0,5,0,,North-West,
3929,"DELHI,DWARKA, DELHI","₹ 13,500",Builder Floors,2,2,Furnished,Dealer,560,55,Yes,500,8,0,3,North-East,
3930,"DELHI,MADHUBAN CHOWK, DELHI","₹ 10,000",Builder Floors,1,1,Semi-Furnished,Dealer,400,350,Yes,0,4,0,1,North-East,
3931,"DELHI,UTTAM NAGAR, DELHI","₹ 5,000",Apartments,1,1,Furnished,Dealer,350,340,Yes,200,3,,1,East,
3932,"DELHI,LAXMI NAGAR, DELHI","₹ 9,000",Builder Floors,1,1,Semi-Furnished,Dealer,450,450,Yes,0,4,0,3,West,
3933,"DELHI,LAXMI NAGAR, DELHI","₹ 9,500",Builder Floors,1,1,Semi-Furnished,Dealer,450,450,Yes,0,4,1,1,North-East,
3934,"DELHI,LAXMI NAGAR, DELHI","₹ 6,500",Builder Floors,1,1,Semi-Furnished,Dealer,400,400,Yes,400,5,0,1,North-East,
3935,"DELHI,LAXMI NAGAR, DELHI","₹ 7,000",Builder Floors,1,1,Semi-Furnished,Dealer,400,400,Yes,0,4,1,0,North-East,
3936,"DELHI,LAXMI NAGAR, DELHI","₹ 12,000",Builder Floors,2,2,Semi-Furnished,Dealer,600,600,Yes,200,4,1,2,North-East,
3937,"DELHI,LAXMI NAGAR, DELHI","₹ 20,000",Builder Floors,3,2,Semi-Furnished,Dealer,1100,1100,Yes,500,4,1,2,North,
3938,"DELHI,LAXMI NAGAR, DELHI","₹ 11,000",Builder Floors,2,1,Semi-Furnished,Dealer,600,600,Yes,100,4,1,1,North-West,
3939,"DELHI,LAXMI NAGAR, DELHI","₹ 17,000",Builder Floors,3,2,Semi-Furnished,Dealer,1000,1000,Yes,100,6,1,2,North-East,
3940,"DELHI,LAXMI NAGAR, DELHI","₹ 9,000",Builder Floors,1,1,Semi-Furnished,Builder,400,350,Yes,100,6,0,1,East,
3941,"DELHI,LAXMI NAGAR, DELHI","₹ 13,000",Builder Floors,2,1,Semi-Furnished,Dealer,700,700,Yes,100,6,1,2,East,
3942,"DELHI,JANAKPURI, DELHI","₹ 6,500",Apartments,1,1,Furnished,Owner,500,500,Yes,,1,,1,,
3943,"DELHI,VIPIN GARDEN, DELHI","₹ 8,000",Houses & Villas,2,2,Unfurnished,Owner,60,40,No,8000,3,1,1,East,
3944,"DELHI,MOHAN NAGAR, DELHI","₹ 12,000",Builder Floors,3,2,Unfurnished,Owner,1000,900,No,0,1,1,0,North,
3945,"DELHI,SAKET, DELHI","₹ 19,300",Apartments,2,2,Semi-Furnished,Dealer,1084,984,Yes,1000,4,1,2,East,
3946,"DELHI,SAKET, DELHI","₹ 10,000",Apartments,1,1,Semi-Furnished,Dealer,600,580,Yes,1000,4,1,1,North-East,
3947,"DELHI,RAMESH NAGAR, DELHI","₹ 16,000",Builder Floors,2,2,Semi-Furnished,Owner,900,900,Yes,500,3,0,3,South-West,
3948,"DELHI,PANDAV NAGAR, DELHI","₹ 14,990",Houses & Villas,1,1,Semi-Furnished,Owner,124,123,,499,3,2,2,North-East,
3949,"DELHI,SAKET, DELHI","₹ 31,500",Apartments,3,3,Semi-Furnished,Dealer,2147,2000,Yes,31000,4,1,2,North-East,
3950,"DELHI,SAKET, DELHI","₹ 24,000",Apartments,3,3,Semi-Furnished,Dealer,1867,1500,Yes,1000,4,1,2,North-East,
3951,"DELHI,SAKET, DELHI","₹ 41,000",Apartments,3,3,Semi-Furnished,Dealer,2000,1800,Yes,2000,4,1,1,North-East,
3952,"DELHI,SAKET, DELHI","₹ 20,000",Apartments,2,2,Semi-Furnished,Dealer,1000,950,Yes,1000,4,1,1,North-East,
3953,"DELHI,DWARKA SECTOR 23, DELHI","₹ 18,000",Builder Floors,3,3,Semi-Furnished,Dealer,1100,1000,Yes,1000,4,0,3,East,
3954,"DELHI,DWARKA SECTOR 23, DELHI","₹ 13,000",Builder Floors,1,1,Furnished,Dealer,500,450,Yes,500,4,1,3,East,
3955,"DELHI,DWARKA SECTOR 23, DELHI","₹ 19,000",Builder Floors,3,3,Semi-Furnished,Dealer,1300,1100,Yes,1000,4,1,1,East,
3956,"DELHI,UTTAM NAGAR, DELHI","₹ 12,000",Builder Floors,2,2,Furnished,Dealer,700,650,Yes,200,4,1,2,North,
3957,"DELHI,UTTAM NAGAR, DELHI","₹ 14,500",Apartments,2,2,Furnished,Builder,550,650,Yes,,8,1,2,East,
3958,"DELHI,CHATTARPUR, DELHI","₹ 8,000",Apartments,1,1,Furnished,Owner,760,760,Yes,1000,5,0,2,South,
3959,"DELHI,RAMESH NAGAR, DELHI","₹ 45,000",Builder Floors,4,4,Furnished,Dealer,1800,1800,Yes,0,1,1,1,North-West,
3960,"DELHI,BADARPUR, DELHI","₹ 10,000",Houses & Villas,2,1,Semi-Furnished,Owner,1000,900,No,500,2,1,2,South-East,
3961,"DELHI,CHATTARPUR, DELHI","₹ 14,000",Builder Floors,2,2,Semi-Furnished,Dealer,750,725,Yes,1000,4,0,2,East,
3962,"DELHI,MOHAN GARDEN, DELHI","₹ 22,499",Builder Floors,3,4,Semi-Furnished,Builder,1120,1080,No,,4,1,1,,
3963,"DELHI,SARASWATI GARDEN, DELHI","₹ 22,500",Builder Floors,2,2,Furnished,Dealer,800,800,Yes,0,3,0,0,West,
3964,"DELHI,QUTAB VIHAR, DELHI","₹ 8,000",Builder Floors,2,1,Unfurnished,Owner,950,450,Yes,0,4,1,4,East,
3965,"DELHI,OM VIHAR, DELHI","₹ 16,000",Builder Floors,2,1,Furnished,Dealer,650,600,Yes,,4,0,2,North-East,
3966,"DELHI,CHATTARPUR, DELHI","₹ 8,000",Builder Floors,1,1,Semi-Furnished,Dealer,600,550,Yes,200,4,1,1,South,
3967,"DELHI,NEW ASHOK NAGAR, DELHI","₹ 12,000",Builder Floors,2,2,Semi-Furnished,Dealer,650,700,Yes,500,5,0,4,North-East,
3968,"DELHI,UTTAM NAGAR, DELHI","₹ 12,00,000",Builder Floors,1,1,Semi-Furnished,Dealer,400,370,Yes,,4,0,1,North-East,
3969,"DELHI,CHATTARPUR, DELHI","₹ 11,600",Builder Floors,2,2,Semi-Furnished,Dealer,900,850,Yes,200,4,1,2,South,
3970,"DELHI,LALITA PARK, DELHI","₹ 4,500",Builder Floors,1,1,Semi-Furnished,Dealer,60,80,Yes,0,3,0,1,East,
3971,"DELHI,NAWADA, DELHI","₹ 10,000",Builder Floors,2,2,Unfurnished,Owner,500,450,Yes,1000,4,1,1,East,
3972,"DELHI,CHATTARPUR, DELHI","₹ 11,800",Builder Floors,2,2,Semi-Furnished,Dealer,900,800,Yes,200,4,1,2,South-West,
3973,"DELHI,CHATTARPUR, DELHI","₹ 15,500",Builder Floors,3,2,Semi-Furnished,Dealer,1500,1400,Yes,300,4,1,1,North-East,
3974,"DELHI,SAKET, DELHI","₹ 35,000",Builder Floors,3,3,Semi-Furnished,Dealer,1905,1800,Yes,1000,4,1,2,North-East,
3975,"DELHI,SAKET, DELHI","₹ 20,000",Apartments,1,1,Furnished,Dealer,500,450,Yes,500,4,0,1,East,
3976,"DELHI,SAKET, DELHI","₹ 32,000",Apartments,3,3,Semi-Furnished,Dealer,1905,1800,Yes,900,4,1,1,North-East,
3977,"DELHI,UTTAM NAGAR, DELHI","₹ 12,000",Builder Floors,3,2,Semi-Furnished,Dealer,750,700,Yes,,4,1,3,North-East,
3978,"DELHI,LAXMI NAGAR, DELHI","₹ 12,000",Builder Floors,1,1,Furnished,Dealer,450,450,Yes,200,4,0,2,North-West,
3979,"DELHI,LAXMI NAGAR, DELHI","₹ 12,000",Builder Floors,2,1,Semi-Furnished,Dealer,550,550,Yes,200,4,0,2,North-East,
3980,"DELHI,UTTAM NAGAR, DELHI","₹ 9,999",Builder Floors,3,2,Semi-Furnished,Dealer,750,700,Yes,,4,1,1,North-East,
3981,"DELHI,SAKET, DELHI","₹ 13,000",Apartments,1,1,Semi-Furnished,Dealer,502,405,Yes,600,4,0,1,North-East,
3982,"DELHI,DWARKA MOR, DELHI","₹ 5,500",Builder Floors,1,1,Semi-Furnished,Dealer,315,310,Yes,200,4,0,2,North,
3983,"DELHI,SAKET, DELHI","₹ 5,000",Apartments,1,1,Semi-Furnished,Dealer,200,200,Yes,500,5,1,1,North-East,
3984,"DELHI,CHATTARPUR, DELHI","₹ 16,000",Builder Floors,2,2,Semi-Furnished,Dealer,900,850,Yes,200,4,1,2,East,
3985,"DELHI,UTTAM NAGAR, DELHI","₹ 5,500",Builder Floors,1,1,Semi-Furnished,Dealer,550,500,Yes,,3,0,2,North-East,
3986,"DELHI,UTTAM NAGAR, DELHI","₹ 6,000",Builder Floors,1,1,Unfurnished,Dealer,500,450,Yes,,3,0,2,North-East,
3987,"DELHI,UTTAM NAGAR, DELHI","₹ 5,500",Builder Floors,1,1,Semi-Furnished,Dealer,500,450,Yes,,3,0,1,North-East,
3988,"DELHI,CHATTARPUR, DELHI","₹ 17,000",Builder Floors,3,2,Semi-Furnished,Dealer,1400,1300,Yes,200,4,3,2,South,
3989,"DELHI,UTTAM NAGAR, DELHI","₹ 9,000",Builder Floors,2,1,Furnished,Dealer,500,450,Yes,,2,0,1,North-East,
3990,"DELHI,CHATTARPUR, DELHI","₹ 14,500",Builder Floors,3,2,Semi-Furnished,Dealer,1300,1200,Yes,200,4,2,2,North-West,
3991,"DELHI,CHATTARPUR, DELHI","₹ 8,200",Builder Floors,1,1,Semi-Furnished,Dealer,530,500,Yes,200,4,1,1,South,
3992,"DELHI,CHATTARPUR, DELHI","₹ 12,200",Builder Floors,2,2,Semi-Furnished,Dealer,920,900,Yes,100,4,2,2,South-West,
3993,"DELHI,PATEL NAGAR, DELHI","₹ 24,000",Builder Floors,2,2,Semi-Furnished,Dealer,750,750,No,,4,,1,,
3994,"DELHI,DWARKA SECTOR 13, DELHI","₹ 25,000",Builder Floors,2,2,Semi-Furnished,Dealer,750,700,Yes,500,4,1,3,North-West,
